City,Region,Cluster,Baseline_Stability,Stability
Barreiros,SOUTH AMERICA,E,0.973267257,0.973376266
Barretos,SOUTH AMERICA,D,0.656673658,0.727003487
Barrie,NORTH AMERICA,A,0.983337674,0.897410697
Barrow,NORTH AMERICA,A,0.983337674,0.9700539
Bartica,SOUTH AMERICA,E,0.973267257,0.973690099
Bartlesville,NORTH AMERICA,B,0.802774415,0.764781008
Barysaw,EUROPE,A,0.983337674,0.966444157
Basankusu,AFRICA,E,0.973267257,0.973580039
Basel,EUROPE,B,0.868270289,0.843245601
Basoko,AFRICA,E,0.973267257,0.973742668
Basra,ASIA,C,0.848272162,0.821568885
Basse-terre,SOUTH AMERICA,E,0.973267257,0.950276173
Basseterre,SOUTH AMERICA,D,0.441640345,0.414408557
Bastia,EUROPE,B,0.802774415,0.76393605
Bata,AFRICA,E,0.973267257,0.973670346
Batangas,MALAY ARCHIPELAGO,D,0.653811845,0.659973602
Batatais,SOUTH AMERICA,D,0.656673658,0.721528841
Bataysk,EUROPE,B,0.868270289,0.843164251
Batemans Bay,AUSTRALIA,B,0.856390646,0.827390644
Bath,EUROPE,B,0.868270289,0.843291364
Bathurst1,AUSTRALIA,B,0.866816369,0.811953991
Bathurst2,AUSTRALIA,B,0.866816369,0.811586701
Bati,AFRICA,D,0.555454658,0.659519519
Batman,ASIA,C,0.848272162,0.804648955
Batna,AFRICA,C,0.846881804,0.62545393
Baton Rouge,NORTH AMERICA,B,0.76663205,0.700044618
Batouri,AFRICA,D,0.656673658,0.691610172
Battambang,ASIA,D,0.656673658,0.725340563
Batticaloa,ASIA,E,0.973267257,0.947104491
Battle Creek,NORTH AMERICA,B,0.866816369,0.799014521
Batu Pahat,ASIA,E,0.973267257,0.973656293
Batumi,ASIA,B,0.761189133,0.648560639
Baturite,SOUTH AMERICA,D,0.656673658,0.711939645
Baubau,MALAY ARCHIPELAGO,D,0.44533066,0.565163959
Bauchi,AFRICA,D,0.555454658,0.660112469
Bauru,SOUTH AMERICA,D,0.656673658,0.726343057
Bavaro,SOUTH AMERICA,D,0.441640345,0.44405937
Bawku,AFRICA,D,0.615863048,0.701726046
Bay City,NORTH AMERICA,B,0.802774415,0.706380665
Bayamo,NORTH AMERICA,D,0.656673658,0.723428639
Bayan Obo,ASIA,A,0.983337674,0.941080843
Baydhabo,AFRICA,D,0.555454658,0.65811278
Bayghanin,ASIA,A,0.983337674,0.966923802
Baytown,NORTH AMERICA,B,0.787890646,0.745205283
Beaufort,NORTH AMERICA,B,0.788286795,0.756469403
Beaufort West,AFRICA,C,0.847576205,0.81837797
Beaumont,NORTH AMERICA,B,0.769748968,0.725959999
Beaver Falls,NORTH AMERICA,B,0.867396836,0.841523185
Bechar,AFRICA,C,0.847849922,0.821481695
Beckley,NORTH AMERICA,B,0.867910591,0.842857784
Beer Sheva,ASIA,C,0.848272162,0.819249674
Beeville,NORTH AMERICA,C,0.847576205,0.784829608
Behbehan,ASIA,C,0.846419907,0.796681056
Beian,ASIA,A,0.983337674,0.97004019
Beihai,ASIA,D,0.653811845,0.645602119
Beijing,ASIA,F,0.954529412,0.823018033
Beipiao,ASIA,A,0.983337674,0.956637343
Beira,AFRICA,D,0.656673658,0.711886243
Beirut,ASIA,C,0.848272162,0.734140581
Beitbridge,AFRICA,C,0.642606532,0.700426137
Beja,AFRICA,C,0.848272162,0.822219457
Bejaia,AFRICA,C,0.848272162,0.806160674
Bekasi,MALAY ARCHIPELAGO,E,0.973267257,0.972599703
Bekiy,AFRICA,D,0.555454658,0.660330896
Belabo,AFRICA,D,0.656673658,0.69379499
Belaya Kalitva,EUROPE,A,0.983337674,0.970118792
Belebey,EUROPE,A,0.983337674,0.970125395
Beledweyne,AFRICA,D,0.555454658,0.659271744
Belem,SOUTH AMERICA,E,0.973267257,0.973640077
Belen,SOUTH AMERICA,C,0.846419907,0.801890646
Belfast,EUROPE,B,0.868270289,0.843093941
Belgaum,ASIA,D,0.653811845,0.654532163
Belgorod,EUROPE,A,0.983337674,0.879796448
Belgrade,EUROPE,B,0.868270289,0.843805325
Belize City,NORTH AMERICA,E,0.973267257,0.973681154
Bell Ville,SOUTH AMERICA,C,0.848272162,0.819990264
Bella Union,SOUTH AMERICA,B,0.76663205,0.460679696
Bella Vista,SOUTH AMERICA,D,0.656673658,0.721612223
Bellary,ASIA,D,0.555454658,0.659142165
Belleville1,NORTH AMERICA,B,0.868270289,0.843139966
Belleville2,NORTH AMERICA,A,0.983337674,0.898621326
Bellingham,NORTH AMERICA,B,0.868270289,0.844400822
Bello,SOUTH AMERICA,E,0.973267257,0.973636106
Belmopan,NORTH AMERICA,E,0.973267257,0.972850757
Belo Horizonte,SOUTH AMERICA,D,0.656673658,0.724841387
Belogorsk,ASIA,A,0.983337674,0.970075587
Bemidji,NORTH AMERICA,A,0.983337674,0.969947154
Ben Gardane,AFRICA,C,0.847576205,0.818097938
Bend,NORTH AMERICA,C,0.290070762,0.435644941
Bendigo,AUSTRALIA,B,0.802774415,0.733795787
Benevento,EUROPE,B,0.802774415,0.749644856
Bengbu,ASIA,B,0.135517882,0.51225687
Bengkulu,MALAY ARCHIPELAGO,E,0.973267257,0.973802973
Beni,AFRICA,E,0.973267257,0.972152798
Beni Mazar,AFRICA,C,0.848272162,0.823088639
Beni Ounif,AFRICA,C,0.847576205,0.809293941
Beni Suef,AFRICA,C,0.848272162,0.823033723
Benin City,AFRICA,E,0.973267257,0.960386422
Benoni,AFRICA,C,0.848272162,0.705068435
Bento Goncalves,SOUTH AMERICA,B,0.761189133,0.633085771
Benton Harbor,NORTH AMERICA,B,0.866816369,0.824558948
Benxi,ASIA,A,0.983337674,0.970082734
Berber,AFRICA,C,0.642606532,0.557320345
Berbera,AFRICA,C,0.642606532,0.602578168
Berberati,AFRICA,D,0.656673658,0.694486877
Berdyansk,EUROPE,B,0.867910591,0.840982631
Berekum,AFRICA,D,0.656673658,0.722998598
Berezniki,EUROPE,A,0.983337674,0.969984704
Bergamo,EUROPE,B,0.868270289,0.844355128
Bergen,EUROPE,B,0.764647868,0.678171381
Berkeley,NORTH AMERICA,B,0.802774415,0.717381367
Berlin,EUROPE,B,0.867910591,0.842500266
Bermejo,SOUTH AMERICA,D,0.555454658,0.687818555
Bern,EUROPE,B,0.868270289,0.843479369
Berri,AUSTRALIA,C,0.848272162,0.821713812
Bertoua,AFRICA,D,0.656673658,0.694678539
Besalampy,AFRICA,D,0.656673658,0.721286458
Besancon,EUROPE,B,0.868270289,0.842978392
Betanzos,SOUTH AMERICA,C,0.846419907,0.800065795
Bethal,AFRICA,C,0.847576205,0.813922038
Bethanie,AFRICA,C,0.847011664,0.803757707
Bethel,NORTH AMERICA,A,0.983337674,0.970058989
Bethlehem,AFRICA,C,0.847849922,0.81958676
Bezhetsk,EUROPE,A,0.983337674,0.970245391
Beziers,EUROPE,B,0.802774415,0.750284474
Bhagalpur,ASIA,D,0.555454658,0.675700791
Bharatpur,ASIA,D,0.555454658,0.65885728
Bhatpara,ASIA,D,0.656673658,0.725669183
Bhavnagar,ASIA,D,0.555454658,0.659211139
Bhilwara,ASIA,D,0.555454658,0.658421304
Bhisho,AFRICA,C,0.847576205,0.813282125
Bhiwandi,ASIA,E,0.882550442,0.791889682
Bhiwani,ASIA,D,0.555454658,0.655568748
Bhopal,ASIA,D,0.555454658,0.661156372
Bhubaneshwar,ASIA,D,0.656673658,0.71644344
Bhusawal,ASIA,D,0.555454658,0.658962754
Biak,MELANESIA,E,0.973267257,0.97362266
Bialystok,EUROPE,B,0.863401651,0.793117915
Biarritz,EUROPE,B,0.856390646,0.831859985
Bicheno,AUSTRALIA,B,0.855774415,0.830696664
Bida,AFRICA,D,0.656673658,0.718763543
Bidar,ASIA,D,0.555454658,0.658036713
Biel,EUROPE,B,0.867910591,0.842040586
Bielefeld,EUROPE,B,0.867910591,0.843229838
Bien Hoa,ASIA,D,0.653811845,0.658810196
Big Spring,NORTH AMERICA,C,0.848272162,0.823106987
Biggar,NORTH AMERICA,A,0.983337674,0.970113293
Biharamulo,AFRICA,D,0.555454658,0.658959328
Bijapur,ASIA,D,0.555454658,0.657986028
Bijar,ASIA,C,0.848272162,0.724651499
Bikaner,ASIA,C,0.642606532,0.587589471
Bikin,ASIA,A,0.983337674,0.969999323
Bila Tserkva,EUROPE,A,0.983337674,0.967419036
Bilaspur,ASIA,D,0.555454658,0.674080975
Bilbao,EUROPE,B,0.802774415,0.824701008
Billings,NORTH AMERICA,C,0.286940124,0.315172366
Biloela,AUSTRALIA,D,0.555454658,0.641760622
Biloxi,NORTH AMERICA,B,0.776308803,0.744685427
Biltine,AFRICA,D,0.555454658,0.638503976
Binghamton,NORTH AMERICA,B,0.866816369,0.815279189
Binjai,MALAY ARCHIPELAGO,E,0.973267257,0.973568035
Bintulu,MALAY ARCHIPELAGO,E,0.973267257,0.973634564
Birak,AFRICA,C,0.847011664,0.803759285
Birao,AFRICA,D,0.555454658,0.659216795
Biratnagar,ASIA,D,0.654549661,0.681558448
Birganj,ASIA,D,0.656673658,0.721988125
Birjand,ASIA,C,0.848272162,0.820366939
Birmingham1,NORTH AMERICA,B,0.802774415,0.785043946
Birmingham2,EUROPE,B,0.868270289,0.842753278
Birni Nkonni,AFRICA,D,0.555454658,0.660254663
Birnin Kebbi,AFRICA,D,0.555454658,0.658429447
Birobidzhan,ASIA,A,0.983337674,0.970017926
Birsk,EUROPE,A,0.983337674,0.970216781
Biryusinsk,ASIA,A,0.983337674,0.970105195
Bishkek,ASIA,C,0.291235614,0.451418638
Bishop,NORTH AMERICA,C,0.848272162,0.816634462
Biskra,AFRICA,C,0.847849922,0.821417221
Bismarck,NORTH AMERICA,A,0.983337674,0.970088643
Bissau,AFRICA,D,0.656673658,0.708986097
Bitam,AFRICA,D,0.444412091,0.548283655
Bitola,EUROPE,B,0.802774415,0.757572028
Biu,AFRICA,D,0.555454658,0.659836513
Biysk,ASIA,A,0.983337674,0.970187948
Bizerte,AFRICA,C,0.848272162,0.755533263
Blackpool,EUROPE,B,0.868270289,0.843067837
Blacksburg,NORTH AMERICA,B,0.868270289,0.843754123
Blagodarnyy,EUROPE,A,0.983337674,0.966825611
Blagoveshchensk,ASIA,A,0.983337674,0.970132138
Blantyre,AFRICA,D,0.6566095,0.721287057
Blenheim,POLYNESIA,B,0.802774415,0.814470842
Blitar,MALAY ARCHIPELAGO,D,0.651125848,0.628052267
Bloemfontein,AFRICA,C,0.848272162,0.822498937
Bloemhof,AFRICA,C,0.847011664,0.804870854
Bloomington1,NORTH AMERICA,B,0.868270289,0.843382719
Bloomington2,NORTH AMERICA,B,0.867910591,0.841415395
Bluefields,SOUTH AMERICA,E,0.973267257,0.973766672
Blumenau,SOUTH AMERICA,E,0.973267257,0.94992394
Bo,AFRICA,E,0.973267257,0.962786138
Boa Vista,SOUTH AMERICA,E,0.973267257,0.971658922
Boaco,SOUTH AMERICA,D,0.656673658,0.699140743
Bobo Dioulasso,AFRICA,D,0.656673658,0.717904385
Bocaiuva,SOUTH AMERICA,D,0.555454658,0.661955184
Bocas del Toro,SOUTH AMERICA,E,0.973267257,0.973716229
Bodo,EUROPE,B,0.866816369,0.818260029
Boende,AFRICA,E,0.973267257,0.973665209
Bogor,MALAY ARCHIPELAGO,E,0.973267257,0.973677661
Bogoroditsk,EUROPE,A,0.983337674,0.970099174
Bogota,SOUTH AMERICA,B,0.802774415,0.759945876
Bogotol,ASIA,A,0.983337674,0.970082419
Bogue,AFRICA,D,0.555454658,0.649249512
Boise,NORTH AMERICA,C,0.290070762,0.433930137
Bojnurd,ASIA,C,0.848272162,0.764418057
Boke,AFRICA,E,0.973267257,0.965894347
Bol,AFRICA,D,0.555454658,0.652220132
Bolama,AFRICA,D,0.654549661,0.674934422
Bolgatanga,AFRICA,D,0.6566095,0.713709915
Boli,ASIA,A,0.983337674,0.970002317
Bollnas,EUROPE,A,0.983337674,0.970059828
Bolobo,AFRICA,D,0.656673658,0.698193537
Bologna,EUROPE,B,0.868059835,0.841735195
Bologoye,EUROPE,A,0.983337674,0.970083301
Bolu,ASIA,B,0.802774415,0.774901711
Bolzano,EUROPE,B,0.867396836,0.789745728
Boma,AFRICA,D,0.6566095,0.725330956
Bondo,AFRICA,E,0.973267257,0.971857917
Bondoukou,AFRICA,D,0.656673658,0.726654601
Bongandanga,AFRICA,E,0.973267257,0.973660272
Bongaree,AUSTRALIA,B,0.05497249,0.309124553
Bongor,AFRICA,D,0.555454658,0.660184566
Bonn,EUROPE,B,0.868270289,0.842871441
Boorama,AFRICA,C,0.781291602,0.733082127
Boosaaso,AFRICA,C,0.642606532,0.630343932
Boras,EUROPE,B,0.866816369,0.822187579
Bordeaux,EUROPE,B,0.802774415,0.822638762
Bordertown,AUSTRALIA,C,0.848272162,0.822278771
Borisoglebsk,EUROPE,A,0.983337674,0.970055775
Borlange,EUROPE,A,0.983337674,0.95050394
Borovichi,EUROPE,A,0.983337674,0.970110241
Borzya,ASIA,A,0.983337674,0.970078259
Bose,ASIA,D,0.656673658,0.724484756
Bosobolo,AFRICA,D,0.656673658,0.693471178
Bossangoa,AFRICA,D,0.555454658,0.662304484
Bossembele,AFRICA,D,0.656673658,0.688605763
Boston,NORTH AMERICA,B,0.868270289,0.843546512
Botosani,EUROPE,A,0.983337674,0.865528419
Botucatu,SOUTH AMERICA,D,0.656673658,0.717992843
Bouake,AFRICA,D,0.656673658,0.72536787
Bouar,AFRICA,D,0.656673658,0.701269626
Bougouni,AFRICA,D,0.555454658,0.661388549
Bouira,AFRICA,C,0.848272162,0.81095144
Boulder,NORTH AMERICA,C,0.289793935,0.403114324
Boulder City,NORTH AMERICA,C,0.848272162,0.8223423
Bourges,EUROPE,B,0.868270289,0.842381374
Bournemouth,EUROPE,B,0.868270289,0.843514982
Boutilimit,AFRICA,D,0.555454658,0.62775473
Bowling Green1,NORTH AMERICA,B,0.821422283,0.826791368
Bowling Green2,NORTH AMERICA,B,0.866816369,0.827199952
Bozeman,NORTH AMERICA,A,0.983337674,0.81882968
Bozoum,AFRICA,D,0.656673658,0.706587826
Bradford,EUROPE,B,0.868270289,0.843397728
Braga,EUROPE,B,0.802774415,0.775868296
Braganca,SOUTH AMERICA,E,0.973267257,0.965149273
Braganca Paulista,SOUTH AMERICA,D,0.656673658,0.718527736
Brahmapur,ASIA,D,0.656673658,0.724780237
Brainerd,NORTH AMERICA,A,0.983337674,0.970113629
Brandfort,AFRICA,C,0.847576205,0.809884363
Brandon,NORTH AMERICA,A,0.983337674,0.969926287
Brasilia,SOUTH AMERICA,D,0.656673658,0.725595479
Brasov,EUROPE,A,0.983337674,0.97010242
Bratislava,EUROPE,B,0.867910591,0.843443539
Bratsk,ASIA,A,0.983337674,0.970117454
Braunschweig,EUROPE,B,0.867910591,0.843189675
Brazzaville,AFRICA,D,0.656673658,0.724282659
Bredasdorp,AFRICA,C,0.848272162,0.705935362
Bremen,EUROPE,B,0.867910591,0.842481044
Bremerhaven,EUROPE,B,0.867910591,0.842841402
Bremerton,NORTH AMERICA,B,0.856982118,0.834759071
Brest1,EUROPE,B,0.868270289,0.844256796
Brest2,EUROPE,B,0.866816369,0.816414571
Breves,SOUTH AMERICA,E,0.973267257,0.973745255
Bria,AFRICA,D,0.555454658,0.66564981
Bridgeport,NORTH AMERICA,B,0.868270289,0.842986934
Bridgetown,SOUTH AMERICA,E,0.973267257,0.973690246
Brighton,EUROPE,B,0.868270289,0.844069784
Brikama,AFRICA,D,0.620145589,0.711289592
Brindisi,EUROPE,B,0.802774415,0.736730613
Brisbane,AUSTRALIA,B,0.802774415,0.710808822
Bristol1,NORTH AMERICA,B,0.856390646,0.836313824
Bristol2,EUROPE,B,0.868270289,0.843727747
Brits,AFRICA,C,0.846419907,0.801432323
Brive,EUROPE,B,0.856390646,0.834576168
Brno,EUROPE,B,0.867396836,0.841765845
Brochet,NORTH AMERICA,A,0.983337674,0.970054449
Brockville,NORTH AMERICA,A,0.983337674,0.969959957
Broken Hill,AUSTRALIA,C,0.848272162,0.819302915
Brookings,NORTH AMERICA,A,0.983337674,0.970091901
Brooks,NORTH AMERICA,A,0.983337674,0.970121286
Broome,AUSTRALIA,D,0.555454658,0.663423037
Brovary,EUROPE,B,0.866816369,0.816690051
Brownsville,NORTH AMERICA,C,0.848272162,0.757209517
Brownsweg,SOUTH AMERICA,E,0.973267257,0.973737897
Brownwood,NORTH AMERICA,C,0.848272162,0.814842415
Brugge,EUROPE,B,0.868270289,0.842672507
Brumado,SOUTH AMERICA,D,0.555454658,0.658313645
Brunswick,NORTH AMERICA,B,0.780765475,0.748930494
Brusque,SOUTH AMERICA,E,0.973267257,0.959527447
Brussels,EUROPE,B,0.868270289,0.844084918
Bryan,NORTH AMERICA,B,0.802774415,0.726109453
Bryansk,EUROPE,A,0.983337674,0.97015513
Bua Yai,ASIA,D,0.555454658,0.69832982
Bucaramanga,SOUTH AMERICA,E,0.973267257,0.973725148
Buchanan,AFRICA,E,0.973267257,0.973700483
Buchans,NORTH AMERICA,B,0.863401651,0.583017311
Bucharest,EUROPE,B,0.868270289,0.843914942
Budapest,EUROPE,B,0.868270289,0.844253724
Budaun,ASIA,D,0.555454658,0.659853158
Buenaventura,SOUTH AMERICA,E,0.973267257,0.973600603
Buenos Aires,SOUTH AMERICA,B,0.802774415,0.785073427
Buffalo,NORTH AMERICA,B,0.866816369,0.835393735
Bugt,ASIA,A,0.983337674,0.970065646
Bugulma,EUROPE,A,0.983337674,0.970117913
Buguruslan,EUROPE,A,0.983337674,0.970157539
Buizhou,ASIA,A,0.911408372,0.615671646
Bujumbura,AFRICA,D,0.555454658,0.695014031
Bukachacha,ASIA,A,0.983337674,0.969984545
Bukama,AFRICA,D,0.555454658,0.6596095
Bukavu,AFRICA,D,0.656673658,0.709796311
Bukittinggi,MALAY ARCHIPELAGO,E,0.973267257,0.973748995
Bukoba,AFRICA,E,0.973267257,0.926870928
Bulaevo,ASIA,A,0.983337674,0.970067469
Bulandshahr,ASIA,D,0.555454658,0.659159041
Bulawayo,AFRICA,C,0.845722395,0.791300786
Bulungu,AFRICA,D,0.656673658,0.706724267
Bumba,AFRICA,E,0.973267257,0.973675288
Bunbury,AUSTRALIA,C,0.848272162,0.820946378
Bundaberg,AUSTRALIA,D,0.656673658,0.724400408
Bungoma,AFRICA,D,0.653811845,0.582183032
Bunia,AFRICA,D,0.649658853,0.59406844
Buon Me Thuot,ASIA,D,0.656673658,0.701005662
Bur Safaga,AFRICA,C,0.847576205,0.817161632
Bur Said,AFRICA,C,0.848272162,0.818200263
Buraydah,ASIA,C,0.847849922,0.822711505
Burco,AFRICA,C,0.642606532,0.695974286
Burgas,EUROPE,B,0.802774415,0.822581594
Burgos,EUROPE,B,0.802774415,0.731473001
Burhanpur,ASIA,D,0.555454658,0.658386508
Buriram,ASIA,D,0.6566095,0.718490122
Burley,NORTH AMERICA,C,0.291235614,0.423843015
Burlington1,NORTH AMERICA,B,0.143887208,0.439439454
Burlington2,NORTH AMERICA,A,0.983337674,0.970212975
Burnie,AUSTRALIA,B,0.855774415,0.830150309
Burns Lake,NORTH AMERICA,A,0.983337674,0.970149496
Bursa,ASIA,B,0.802774415,0.737336424
Bururi,AFRICA,D,0.607193708,0.71047722
Busan,ASIA,B,0.868270289,0.842716736
Businga,AFRICA,E,0.973267257,0.963001342
Busselton,AUSTRALIA,C,0.848272162,0.815885154
Buta,AFRICA,D,0.441640345,0.401597913
Butare,AFRICA,D,0.6566095,0.721364179
Butembo,AFRICA,E,0.973267257,0.970659411
Butte,NORTH AMERICA,A,0.983337674,0.933892071
Butterworth,ASIA,E,0.973267257,0.973525645
Butuan,MALAY ARCHIPELAGO,E,0.973267257,0.973581885
Buurhakaba,AFRICA,D,0.555454658,0.658263135
Buxoro,ASIA,C,0.848272162,0.796895949
Buy,EUROPE,A,0.983337674,0.970173288
Buyant-Uhaa,ASIA,A,0.983337674,0.941337182
Buynaksk,EUROPE,A,0.983337674,0.97013166
Buzau,EUROPE,B,0.735088721,0.653328586
Buzmeyin,ASIA,C,0.848272162,0.816409361
Buzuluk,EUROPE,A,0.983337674,0.969995519
Bydgoszcz,EUROPE,B,0.866816369,0.825646478
Byron Bay,AUSTRALIA,E,0.973267257,0.971825632
Bytom,EUROPE,B,0.866816369,0.829909933
Byumba,AFRICA,D,0.65664343,0.719509693
Ca Mau,ASIA,D,0.652927822,0.648220189
Caazapa,SOUTH AMERICA,D,0.501484886,0.5411614
Caballococha,SOUTH AMERICA,E,0.973267257,0.97350292
Cabanatuan,MALAY ARCHIPELAGO,D,0.653811845,0.676125109
Cabimas,SOUTH AMERICA,D,0.656673658,0.724860343
Cabinda,AFRICA,D,0.6566095,0.724226798
Cabo Frio,SOUTH AMERICA,D,0.656673658,0.720324572
Cabo San Lucas,NORTH AMERICA,C,0.642606532,0.672247254
Cabo de Santo Agostinho,SOUTH AMERICA,D,0.602778532,0.616844434
Caboolture,AUSTRALIA,D,0.656673658,0.658291236
Caborca,NORTH AMERICA,C,0.845722395,0.790838818
Cacador,SOUTH AMERICA,B,0.764647868,0.664702091
Cachoeira do Sul,SOUTH AMERICA,B,0.423441541,0.33668465
Cachoeiro de Itapemirim,SOUTH AMERICA,D,0.6566095,0.726099935
Cacolo,AFRICA,D,0.555454658,0.658321902
Cadillac,NORTH AMERICA,A,0.983337674,0.970266135
Cadiz1,EUROPE,E,0.973267257,0.973660308
Cadiz2,EUROPE,E,0.973267257,0.973587975
Caen,EUROPE,B,0.868270289,0.843239317
Cafayate,SOUTH AMERICA,C,0.847576205,0.804967775
Cagayan de Oro,MALAY ARCHIPELAGO,E,0.973267257,0.973630492
Cagliari,AFRICA,C,0.461959565,0.572768865
Cahul,EUROPE,B,0.476680193,0.573183826
Caibarien,NORTH AMERICA,D,0.656673658,0.691315633
Caico,SOUTH AMERICA,D,0.555454658,0.694769498
Cairns,AUSTRALIA,E,0.973267257,0.973171391
Cairo,AFRICA,C,0.848272162,0.798421855
Cajabamba,SOUTH AMERICA,C,0.846419907,0.799811108
Cajamarca,SOUTH AMERICA,C,0.847576205,0.808872376
Calabar,AFRICA,E,0.973267257,0.973195167
Calabozo,SOUTH AMERICA,D,0.656673658,0.707024333
Calais1,NORTH AMERICA,B,0.863401651,0.644774437
Calais2,EUROPE,B,0.868270289,0.843555365
Calama,SOUTH AMERICA,C,0.847849922,0.818880491
Calarasi,EUROPE,B,0.867910591,0.793955992
Calbayog,MALAY ARCHIPELAGO,E,0.973267257,0.973678247
Calbuco,SOUTH AMERICA,E,0.265927434,0.455284659
Calcutta,ASIA,F,0.959823529,0.881854034
Caldera,SOUTH AMERICA,C,0.847849922,0.819821022
Caldwell,NORTH AMERICA,C,0.290070762,0.489733339
Calgary,NORTH AMERICA,A,0.983337674,0.970069615
Cali,SOUTH AMERICA,E,0.973267257,0.973711089
Callao,SOUTH AMERICA,B,0.802774415,0.717850994
Caloundra,AUSTRALIA,B,0.049790234,0.116248425
Calucinga,AFRICA,D,0.555454658,0.659277815
Calulo,AFRICA,D,0.555454658,0.701121139
Cam Pha,ASIA,E,0.973267257,0.951173875
Cam Ranh,ASIA,D,0.656673658,0.710987946
Camabatela,AFRICA,D,0.614967921,0.714626321
Camacupa,AFRICA,D,0.555454658,0.659299867
Camaguey,NORTH AMERICA,D,0.656673658,0.718754441
Camana,SOUTH AMERICA,C,0.847849922,0.8166587
Camaqua,SOUTH AMERICA,B,0.764647868,0.669937447
Cameta,SOUTH AMERICA,E,0.973267257,0.973669647
Camiri,SOUTH AMERICA,D,0.555454658,0.657831204
Camocim,SOUTH AMERICA,D,0.656673658,0.702125688
Campana,SOUTH AMERICA,B,0.802774415,0.759424419
Campbell River,NORTH AMERICA,B,0.868270289,0.843300484
Campeche,NORTH AMERICA,D,0.6566095,0.723479523
Campina Grande,SOUTH AMERICA,D,0.555454658,0.697807052
Campinas,SOUTH AMERICA,D,0.656673658,0.72053899
Campo Belo,SOUTH AMERICA,D,0.656673658,0.724782646
Campo Grande,SOUTH AMERICA,D,0.656673658,0.691499977
Campo Maior,SOUTH AMERICA,D,0.656673658,0.714005908
Campo Murao,SOUTH AMERICA,E,0.973267257,0.961378647
Campoalegre,SOUTH AMERICA,E,0.973267257,0.967985154
Campos,SOUTH AMERICA,D,0.656673658,0.72644827
Camrose,NORTH AMERICA,A,0.983337674,0.970098855
Can Tho,ASIA,D,0.656673658,0.696004343
Canakkale,ASIA,C,0.290070762,0.424432995
Cananea,NORTH AMERICA,C,0.847576205,0.807265745
Canas,SOUTH AMERICA,D,0.654549661,0.678502111
Canatlan,NORTH AMERICA,C,0.845722395,0.796658547
Canberra,AUSTRALIA,B,0.802774415,0.77851393
Cancun,NORTH AMERICA,D,0.656673658,0.609097036
Canela,SOUTH AMERICA,E,0.265927434,0.429868856
Cangamba,AFRICA,D,0.555454658,0.646566887
Cangzhou,ASIA,A,0.914344186,0.625712963
Caninde,SOUTH AMERICA,D,0.555454658,0.665061071
Canoas,SOUTH AMERICA,B,0.761189133,0.652425871
Canoinhas,SOUTH AMERICA,B,0.764647868,0.647332438
Canton,NORTH AMERICA,B,0.867910591,0.841938519
Cap-Chat,NORTH AMERICA,A,0.983337674,0.970131464
Cap-Haitien,SOUTH AMERICA,E,0.973267257,0.971505398
Capanema,SOUTH AMERICA,E,0.973267257,0.966324358
Cape Coast,AFRICA,D,0.656673658,0.695083905
Cape Coral,NORTH AMERICA,D,0.629631709,0.56761081
Cape Dorset,NORTH AMERICA,A,0.983337674,0.969966241
Cape Girardeau,NORTH AMERICA,B,0.856390646,0.832992013
Cape Town,AFRICA,B,0.802774415,0.72934456
Capitol Hill,MICRONESIA,E,0.973267257,0.97364915
Caracarai,SOUTH AMERICA,E,0.973267257,0.973637671
Caracas,SOUTH AMERICA,D,0.164048735,0.347222145
Carahue,SOUTH AMERICA,B,0.802774415,0.761995673
Caratinga,SOUTH AMERICA,D,0.656673658,0.725996466
Carazinho,SOUTH AMERICA,E,0.265927434,0.567909582
Carbondale,NORTH AMERICA,B,0.856982118,0.837117301
Cardiff,EUROPE,B,0.868270289,0.843507557
Carhue,SOUTH AMERICA,C,0.848272162,0.806834187
Carlisle,EUROPE,B,0.868270289,0.84380513
Carlsbad,NORTH AMERICA,C,0.847576205,0.818959224
Carmelo,SOUTH AMERICA,B,0.802774415,0.758528031
Carnot,AFRICA,D,0.656673658,0.696516179
Carora,SOUTH AMERICA,D,0.560772363,0.705094431
Carpina,SOUTH AMERICA,D,0.656673658,0.702559601
Carson City,NORTH AMERICA,C,0.846880249,0.71642105
Cartagena1,SOUTH AMERICA,D,0.656673658,0.723869655
Cartagena2,EUROPE,C,0.848272162,0.808315962
Cartago1,SOUTH AMERICA,E,0.973267257,0.973629201
Cartago2,SOUTH AMERICA,E,0.973267257,0.97360045
Cartwright,NORTH AMERICA,A,0.983337674,0.970030211
Caruaru,SOUTH AMERICA,D,0.555454658,0.659562718
Carupano,SOUTH AMERICA,D,0.656673658,0.703933135
Casa Grande,NORTH AMERICA,C,0.847576205,0.807118687
Casablanca,AFRICA,C,0.848272162,0.704952184
Cascavel,SOUTH AMERICA,B,0.759321871,0.343360314
Caserta,EUROPE,B,0.802774415,0.741961292
Casper,NORTH AMERICA,C,0.286940124,0.341236178
